Pattern size,Pattern ID,Pattern frequency,Pattern repos,Pattern commits,Sample ID,Repository,Datetime,Repo directory,Commit hash,Commit_message,Is bug fix
7,173,10,3,4,1329750,https://github.com/tensorflow/tensor2tensor.git,11.07.2017 18:27:22,/data/stairs/batch6DL/tensor2tensor,912daf7a9dadece5a1e4969a9aaa14483098e18f,Changes to data generators and SubwordTextEncoder ... should not break anything.PiperOrigin-RevId: 161483309,FALSE
7,173,10,3,4,1329748,https://github.com/tensorflow/tensor2tensor.git,11.07.2017 18:27:22,/data/stairs/batch6DL/tensor2tensor,912daf7a9dadece5a1e4969a9aaa14483098e18f,Changes to data generators and SubwordTextEncoder ... should not break anything.PiperOrigin-RevId: 161483309,FALSE
7,173,10,3,4,1329757,https://github.com/hanxiao/bert-as-service.git,18.01.2019 10:53:55,/data/stairs/batch4DL/bert-as-service,a24887dbf19acf7946c655c0a38a19c3db089754,add more docs,FALSE
7,739,8,1,1,23952514,https://github.com/keras-team/keras.git,17.06.2020 14:32:46,/data/stairs/batch6DL/keras,b5cb82c689eac0e50522be9d2f55093dadfba24c,Redirect Keras to tf.keras (#14121)* Replace all code with tf.keras redirects,FALSE
7,739,8,1,1,23952526,https://github.com/keras-team/keras.git,17.06.2020 14:32:46,/data/stairs/batch6DL/keras,b5cb82c689eac0e50522be9d2f55093dadfba24c,Redirect Keras to tf.keras (#14121)* Replace all code with tf.keras redirects,FALSE
7,739,8,1,1,23952524,https://github.com/keras-team/keras.git,17.06.2020 14:32:46,/data/stairs/batch6DL/keras,b5cb82c689eac0e50522be9d2f55093dadfba24c,Redirect Keras to tf.keras (#14121)* Replace all code with tf.keras redirects,FALSE
7,739,8,1,1,23952510,https://github.com/keras-team/keras.git,17.06.2020 14:32:46,/data/stairs/batch6DL/keras,b5cb82c689eac0e50522be9d2f55093dadfba24c,Redirect Keras to tf.keras (#14121)* Replace all code with tf.keras redirects,FALSE
7,739,8,1,1,23952511,https://github.com/keras-team/keras.git,17.06.2020 14:32:46,/data/stairs/batch6DL/keras,b5cb82c689eac0e50522be9d2f55093dadfba24c,Redirect Keras to tf.keras (#14121)* Replace all code with tf.keras redirects,FALSE
7,739,8,1,1,23952531,https://github.com/keras-team/keras.git,17.06.2020 14:32:46,/data/stairs/batch6DL/keras,b5cb82c689eac0e50522be9d2f55093dadfba24c,Redirect Keras to tf.keras (#14121)* Replace all code with tf.keras redirects,FALSE
7,739,8,1,1,23952519,https://github.com/keras-team/keras.git,17.06.2020 14:32:46,/data/stairs/batch6DL/keras,b5cb82c689eac0e50522be9d2f55093dadfba24c,Redirect Keras to tf.keras (#14121)* Replace all code with tf.keras redirects,FALSE
7,739,8,1,1,23952515,https://github.com/keras-team/keras.git,17.06.2020 14:32:46,/data/stairs/batch6DL/keras,b5cb82c689eac0e50522be9d2f55093dadfba24c,Redirect Keras to tf.keras (#14121)* Replace all code with tf.keras redirects,FALSE
7,1501,5,1,1,33524987,https://github.com/ray-project/ray.git,01.04.2020 00:43:21,/data/stairs/batch6DL/ray,e153e3179f54819e06c07df21bbf49e260dec5f2,[RLlib] Exploration API: Policy changes needed for forward pass noisifications. (#7798)* Rollback.* WIP.* WIP.* LINT.* WIP.* Fix.* Fix.* Fix.* LINT.* Fix (SAC does currently not support eager).* Fix.* WIP.* LINT.* Update rllib/evaluation/sampler.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/evaluation/sampler.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/utils/exploration/exploration.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/utils/exploration/exploration.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* WIP.* WIP.* Fix.* LINT.* LINT.* Fix and LINT.* WIP.* WIP.* WIP.* WIP.* Fix.* LINT.* Fix.* Fix and LINT.* Update rllib/utils/exploration/exploration.py* Update rllib/policy/dynamic_tf_policy.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/policy/dynamic_tf_policy.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/policy/dynamic_tf_policy.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Fixes.* LINT.* WIP.Co-authored-by: Eric Liang <ekhliang@gmail.com>,TRUE
7,1501,5,1,1,33524994,https://github.com/ray-project/ray.git,01.04.2020 00:43:21,/data/stairs/batch6DL/ray,e153e3179f54819e06c07df21bbf49e260dec5f2,[RLlib] Exploration API: Policy changes needed for forward pass noisifications. (#7798)* Rollback.* WIP.* WIP.* LINT.* WIP.* Fix.* Fix.* Fix.* LINT.* Fix (SAC does currently not support eager).* Fix.* WIP.* LINT.* Update rllib/evaluation/sampler.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/evaluation/sampler.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/utils/exploration/exploration.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/utils/exploration/exploration.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* WIP.* WIP.* Fix.* LINT.* LINT.* Fix and LINT.* WIP.* WIP.* WIP.* WIP.* Fix.* LINT.* Fix.* Fix and LINT.* Update rllib/utils/exploration/exploration.py* Update rllib/policy/dynamic_tf_policy.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/policy/dynamic_tf_policy.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/policy/dynamic_tf_policy.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Fixes.* LINT.* WIP.Co-authored-by: Eric Liang <ekhliang@gmail.com>,TRUE
7,1501,5,1,1,33524990,https://github.com/ray-project/ray.git,01.04.2020 00:43:21,/data/stairs/batch6DL/ray,e153e3179f54819e06c07df21bbf49e260dec5f2,[RLlib] Exploration API: Policy changes needed for forward pass noisifications. (#7798)* Rollback.* WIP.* WIP.* LINT.* WIP.* Fix.* Fix.* Fix.* LINT.* Fix (SAC does currently not support eager).* Fix.* WIP.* LINT.* Update rllib/evaluation/sampler.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/evaluation/sampler.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/utils/exploration/exploration.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/utils/exploration/exploration.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* WIP.* WIP.* Fix.* LINT.* LINT.* Fix and LINT.* WIP.* WIP.* WIP.* WIP.* Fix.* LINT.* Fix.* Fix and LINT.* Update rllib/utils/exploration/exploration.py* Update rllib/policy/dynamic_tf_policy.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/policy/dynamic_tf_policy.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/policy/dynamic_tf_policy.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Fixes.* LINT.* WIP.Co-authored-by: Eric Liang <ekhliang@gmail.com>,TRUE
7,1501,5,1,1,33524991,https://github.com/ray-project/ray.git,01.04.2020 00:43:21,/data/stairs/batch6DL/ray,e153e3179f54819e06c07df21bbf49e260dec5f2,[RLlib] Exploration API: Policy changes needed for forward pass noisifications. (#7798)* Rollback.* WIP.* WIP.* LINT.* WIP.* Fix.* Fix.* Fix.* LINT.* Fix (SAC does currently not support eager).* Fix.* WIP.* LINT.* Update rllib/evaluation/sampler.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/evaluation/sampler.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/utils/exploration/exploration.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/utils/exploration/exploration.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* WIP.* WIP.* Fix.* LINT.* LINT.* Fix and LINT.* WIP.* WIP.* WIP.* WIP.* Fix.* LINT.* Fix.* Fix and LINT.* Update rllib/utils/exploration/exploration.py* Update rllib/policy/dynamic_tf_policy.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/policy/dynamic_tf_policy.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/policy/dynamic_tf_policy.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Fixes.* LINT.* WIP.Co-authored-by: Eric Liang <ekhliang@gmail.com>,TRUE
7,1501,5,1,1,33524986,https://github.com/ray-project/ray.git,01.04.2020 00:43:21,/data/stairs/batch6DL/ray,e153e3179f54819e06c07df21bbf49e260dec5f2,[RLlib] Exploration API: Policy changes needed for forward pass noisifications. (#7798)* Rollback.* WIP.* WIP.* LINT.* WIP.* Fix.* Fix.* Fix.* LINT.* Fix (SAC does currently not support eager).* Fix.* WIP.* LINT.* Update rllib/evaluation/sampler.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/evaluation/sampler.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/utils/exploration/exploration.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/utils/exploration/exploration.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* WIP.* WIP.* Fix.* LINT.* LINT.* Fix and LINT.* WIP.* WIP.* WIP.* WIP.* Fix.* LINT.* Fix.* Fix and LINT.* Update rllib/utils/exploration/exploration.py* Update rllib/policy/dynamic_tf_policy.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/policy/dynamic_tf_policy.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Update rllib/policy/dynamic_tf_policy.pyCo-Authored-By: Eric Liang <ekhliang@gmail.com>* Fixes.* LINT.* WIP.Co-authored-by: Eric Liang <ekhliang@gmail.com>,TRUE
7,1647,4,1,1,36095221,https://github.com/tensorflow/tensor2tensor.git,20.02.2019 18:58:32,/data/stairs/batch6DL/tensor2tensor,ac74489b6aa1e9c5a9abd12d919ab66d9a99c1e8,Replace Modality class methods with functions.In detail. this CL does the following:+ Rewrites following Modality methods as functions: bottom. loss. name. targets_weights_fn. top. top_is_pointwise.+ Implements get identifiers so T2TModel applies default transformations. They can be overriden by hparams.{bottom.loss.name.etc.}.This change touches many files:+ Major changes in modality.py. modalities.py. and t2t_model.py.+ All model files calling modality methods. They're changed to use the get identifier.+ All custom modality files. They're changed from class methods to functions.Sorry for the big CL. This was the smallest incremental change I found. CLs for non-T2T directories will be submitted after this one.PiperOrigin-RevId: 234913884,FALSE
7,1647,4,1,1,36095220,https://github.com/tensorflow/tensor2tensor.git,20.02.2019 18:58:32,/data/stairs/batch6DL/tensor2tensor,ac74489b6aa1e9c5a9abd12d919ab66d9a99c1e8,Replace Modality class methods with functions.In detail. this CL does the following:+ Rewrites following Modality methods as functions: bottom. loss. name. targets_weights_fn. top. top_is_pointwise.+ Implements get identifiers so T2TModel applies default transformations. They can be overriden by hparams.{bottom.loss.name.etc.}.This change touches many files:+ Major changes in modality.py. modalities.py. and t2t_model.py.+ All model files calling modality methods. They're changed to use the get identifier.+ All custom modality files. They're changed from class methods to functions.Sorry for the big CL. This was the smallest incremental change I found. CLs for non-T2T directories will be submitted after this one.PiperOrigin-RevId: 234913884,FALSE
7,1647,4,1,1,36095222,https://github.com/tensorflow/tensor2tensor.git,20.02.2019 18:58:32,/data/stairs/batch6DL/tensor2tensor,ac74489b6aa1e9c5a9abd12d919ab66d9a99c1e8,Replace Modality class methods with functions.In detail. this CL does the following:+ Rewrites following Modality methods as functions: bottom. loss. name. targets_weights_fn. top. top_is_pointwise.+ Implements get identifiers so T2TModel applies default transformations. They can be overriden by hparams.{bottom.loss.name.etc.}.This change touches many files:+ Major changes in modality.py. modalities.py. and t2t_model.py.+ All model files calling modality methods. They're changed to use the get identifier.+ All custom modality files. They're changed from class methods to functions.Sorry for the big CL. This was the smallest incremental change I found. CLs for non-T2T directories will be submitted after this one.PiperOrigin-RevId: 234913884,FALSE
7,1647,4,1,1,36095219,https://github.com/tensorflow/tensor2tensor.git,20.02.2019 18:58:32,/data/stairs/batch6DL/tensor2tensor,ac74489b6aa1e9c5a9abd12d919ab66d9a99c1e8,Replace Modality class methods with functions.In detail. this CL does the following:+ Rewrites following Modality methods as functions: bottom. loss. name. targets_weights_fn. top. top_is_pointwise.+ Implements get identifiers so T2TModel applies default transformations. They can be overriden by hparams.{bottom.loss.name.etc.}.This change touches many files:+ Major changes in modality.py. modalities.py. and t2t_model.py.+ All model files calling modality methods. They're changed to use the get identifier.+ All custom modality files. They're changed from class methods to functions.Sorry for the big CL. This was the smallest incremental change I found. CLs for non-T2T directories will be submitted after this one.PiperOrigin-RevId: 234913884,FALSE
7,169,15,1,2,1327996,https://github.com/tensorflow/adanet.git,30.04.2019 17:12:55,/data/stairs/batch2DL/adanet,8c4f29bb4738d162eda1d945a59f55dd41a4a289,Update core modules for TF 2.0. | Refs #93.* core/estimator* core/iteration* core/ensemble_builder* core/candidatePiperOrigin-RevId: 245937879,FALSE
7,169,15,1,2,1328002,https://github.com/tensorflow/adanet.git,30.04.2019 17:12:55,/data/stairs/batch2DL/adanet,8c4f29bb4738d162eda1d945a59f55dd41a4a289,Update core modules for TF 2.0. | Refs #93.* core/estimator* core/iteration* core/ensemble_builder* core/candidatePiperOrigin-RevId: 245937879,FALSE
7,169,15,1,2,1327995,https://github.com/tensorflow/adanet.git,30.04.2019 17:12:55,/data/stairs/batch2DL/adanet,8c4f29bb4738d162eda1d945a59f55dd41a4a289,Update core modules for TF 2.0. | Refs #93.* core/estimator* core/iteration* core/ensemble_builder* core/candidatePiperOrigin-RevId: 245937879,FALSE
7,169,15,1,2,1328001,https://github.com/tensorflow/adanet.git,30.04.2019 17:12:55,/data/stairs/batch2DL/adanet,8c4f29bb4738d162eda1d945a59f55dd41a4a289,Update core modules for TF 2.0. | Refs #93.* core/estimator* core/iteration* core/ensemble_builder* core/candidatePiperOrigin-RevId: 245937879,FALSE
7,169,15,1,2,1328006,https://github.com/tensorflow/adanet.git,30.04.2019 17:12:55,/data/stairs/batch2DL/adanet,8c4f29bb4738d162eda1d945a59f55dd41a4a289,Update core modules for TF 2.0. | Refs #93.* core/estimator* core/iteration* core/ensemble_builder* core/candidatePiperOrigin-RevId: 245937879,FALSE
7,169,15,1,2,1328000,https://github.com/tensorflow/adanet.git,22.04.2019 11:15:31,/data/stairs/batch2DL/adanet,fd1b723059181fbcb50646f42fd9262eb5325e1c,Begin adding TF 2.0 support #93.Add support to `adanet.ensemble` package.Create `adanet.tf_compat` package for migration utilities.PiperOrigin-RevId: 244197093,FALSE
7,169,15,1,2,1327993,https://github.com/tensorflow/adanet.git,30.04.2019 17:12:55,/data/stairs/batch2DL/adanet,8c4f29bb4738d162eda1d945a59f55dd41a4a289,Update core modules for TF 2.0. | Refs #93.* core/estimator* core/iteration* core/ensemble_builder* core/candidatePiperOrigin-RevId: 245937879,FALSE
7,169,15,1,2,1328004,https://github.com/tensorflow/adanet.git,30.04.2019 17:12:55,/data/stairs/batch2DL/adanet,8c4f29bb4738d162eda1d945a59f55dd41a4a289,Update core modules for TF 2.0. | Refs #93.* core/estimator* core/iteration* core/ensemble_builder* core/candidatePiperOrigin-RevId: 245937879,FALSE
7,169,15,1,2,1328005,https://github.com/tensorflow/adanet.git,30.04.2019 17:12:55,/data/stairs/batch2DL/adanet,8c4f29bb4738d162eda1d945a59f55dd41a4a289,Update core modules for TF 2.0. | Refs #93.* core/estimator* core/iteration* core/ensemble_builder* core/candidatePiperOrigin-RevId: 245937879,FALSE
7,169,15,1,2,1327998,https://github.com/tensorflow/adanet.git,30.04.2019 17:12:55,/data/stairs/batch2DL/adanet,8c4f29bb4738d162eda1d945a59f55dd41a4a289,Update core modules for TF 2.0. | Refs #93.* core/estimator* core/iteration* core/ensemble_builder* core/candidatePiperOrigin-RevId: 245937879,FALSE
7,169,15,1,2,1327994,https://github.com/tensorflow/adanet.git,22.04.2019 11:15:31,/data/stairs/batch2DL/adanet,fd1b723059181fbcb50646f42fd9262eb5325e1c,Begin adding TF 2.0 support #93.Add support to `adanet.ensemble` package.Create `adanet.tf_compat` package for migration utilities.PiperOrigin-RevId: 244197093,FALSE
7,169,15,1,2,1328003,https://github.com/tensorflow/adanet.git,30.04.2019 17:12:55,/data/stairs/batch2DL/adanet,8c4f29bb4738d162eda1d945a59f55dd41a4a289,Update core modules for TF 2.0. | Refs #93.* core/estimator* core/iteration* core/ensemble_builder* core/candidatePiperOrigin-RevId: 245937879,FALSE
7,169,15,1,2,1327997,https://github.com/tensorflow/adanet.git,30.04.2019 17:12:55,/data/stairs/batch2DL/adanet,8c4f29bb4738d162eda1d945a59f55dd41a4a289,Update core modules for TF 2.0. | Refs #93.* core/estimator* core/iteration* core/ensemble_builder* core/candidatePiperOrigin-RevId: 245937879,FALSE
7,169,15,1,2,1327992,https://github.com/tensorflow/adanet.git,30.04.2019 17:12:55,/data/stairs/batch2DL/adanet,8c4f29bb4738d162eda1d945a59f55dd41a4a289,Update core modules for TF 2.0. | Refs #93.* core/estimator* core/iteration* core/ensemble_builder* core/candidatePiperOrigin-RevId: 245937879,FALSE
7,169,15,1,2,1327999,https://github.com/tensorflow/adanet.git,30.04.2019 17:12:55,/data/stairs/batch2DL/adanet,8c4f29bb4738d162eda1d945a59f55dd41a4a289,Update core modules for TF 2.0. | Refs #93.* core/estimator* core/iteration* core/ensemble_builder* core/candidatePiperOrigin-RevId: 245937879,FALSE
7,1349,4,1,3,32705851,https://github.com/tensorflow/tensor2tensor.git,26.02.2018 10:09:13,/data/stairs/batch6DL/tensor2tensor,6271f00caef06b7401f9507fcef48195fbf566d9,Cleanup translate iterators. fix broken txt line iteratorPiperOrigin-RevId: 186490200,TRUE
7,1349,4,1,3,32705849,https://github.com/tensorflow/tensor2tensor.git,07.06.2018 17:59:16,/data/stairs/batch6DL/tensor2tensor,42f8b2677dc4ff1bd60accda4a0a0946cbae23af,s/os.mkdir/tf.gfile.MakeDirs -- this seems to make Travis happy.PiperOrigin-RevId: 199727255,FALSE
7,1349,4,1,3,32705850,https://github.com/tensorflow/tensor2tensor.git,26.02.2018 10:13:38,/data/stairs/batch6DL/tensor2tensor,5704e55b0c06ed169fec35bf4a2e9971c32a4f40,Bugfix bringing LM1B vocab to the new naming.PiperOrigin-RevId: 186702331,FALSE
7,1349,4,1,3,32705852,https://github.com/tensorflow/tensor2tensor.git,07.06.2018 17:59:16,/data/stairs/batch6DL/tensor2tensor,42f8b2677dc4ff1bd60accda4a0a0946cbae23af,s/os.mkdir/tf.gfile.MakeDirs -- this seems to make Travis happy.PiperOrigin-RevId: 199727255,FALSE
7,2,3,1,1,924,https://github.com/dmlc/gluon-nlp.git,15.05.2019 15:21:57,/data/stairs/batch3DL/gluon-nlp,55ca9d4c8ea91e3f1d390b5bde5c9ec6bd16b325,[Enhancement] runtime training sample generation for BERT (#687)* refactor create_pretaining* operate in integer space* fix bug* fix bug* online dataset* add raw option* add test. and option to hvd script* remove prefer int* remove int inputs option* fix lint* refactor test* remove duplicate test* address comments* fix lint* mark serial* fix lint* Update test_question_answering.py* multiprocessing support* fix lint* properly join and terminate* remove super.__del__* revert daemon changes* revert num worker change* disable test,TRUE
7,2,3,1,1,926,https://github.com/dmlc/gluon-nlp.git,15.05.2019 15:21:57,/data/stairs/batch3DL/gluon-nlp,55ca9d4c8ea91e3f1d390b5bde5c9ec6bd16b325,[Enhancement] runtime training sample generation for BERT (#687)* refactor create_pretaining* operate in integer space* fix bug* fix bug* online dataset* add raw option* add test. and option to hvd script* remove prefer int* remove int inputs option* fix lint* refactor test* remove duplicate test* address comments* fix lint* mark serial* fix lint* Update test_question_answering.py* multiprocessing support* fix lint* properly join and terminate* remove super.__del__* revert daemon changes* revert num worker change* disable test,TRUE
7,2,3,1,1,925,https://github.com/dmlc/gluon-nlp.git,15.05.2019 15:21:57,/data/stairs/batch3DL/gluon-nlp,55ca9d4c8ea91e3f1d390b5bde5c9ec6bd16b325,[Enhancement] runtime training sample generation for BERT (#687)* refactor create_pretaining* operate in integer space* fix bug* fix bug* online dataset* add raw option* add test. and option to hvd script* remove prefer int* remove int inputs option* fix lint* refactor test* remove duplicate test* address comments* fix lint* mark serial* fix lint* Update test_question_answering.py* multiprocessing support* fix lint* properly join and terminate* remove super.__del__* revert daemon changes* revert num worker change* disable test,TRUE
7,1637,32,1,2,36094302,https://github.com/NifTK/NiftyNet.git,12.01.2018 15:56:23,/data/stairs/batch6DL/NiftyNet,ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b,replace get_shape() with the alias Tensor.shape,FALSE
7,1637,32,1,2,36094254,https://github.com/NifTK/NiftyNet.git,26.01.2018 13:10:14,/data/stairs/batch6DL/NiftyNet,51714e12c154cfa2c3f5fc5a62553f69ea7f4a5b,cherry picking ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b. without new layers,Unknown
7,1637,32,1,2,36094300,https://github.com/NifTK/NiftyNet.git,12.01.2018 15:56:23,/data/stairs/batch6DL/NiftyNet,ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b,replace get_shape() with the alias Tensor.shape,FALSE
7,1637,32,1,2,36094269,https://github.com/NifTK/NiftyNet.git,26.01.2018 13:10:14,/data/stairs/batch6DL/NiftyNet,51714e12c154cfa2c3f5fc5a62553f69ea7f4a5b,cherry picking ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b. without new layers,Unknown
7,1637,32,1,2,36094284,https://github.com/NifTK/NiftyNet.git,26.01.2018 13:10:14,/data/stairs/batch6DL/NiftyNet,51714e12c154cfa2c3f5fc5a62553f69ea7f4a5b,cherry picking ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b. without new layers,Unknown
7,1637,32,1,2,36094306,https://github.com/NifTK/NiftyNet.git,12.01.2018 15:56:23,/data/stairs/batch6DL/NiftyNet,ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b,replace get_shape() with the alias Tensor.shape,FALSE
7,1637,32,1,2,36094279,https://github.com/NifTK/NiftyNet.git,12.01.2018 15:56:23,/data/stairs/batch6DL/NiftyNet,ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b,replace get_shape() with the alias Tensor.shape,FALSE
7,1637,32,1,2,36094308,https://github.com/NifTK/NiftyNet.git,26.01.2018 13:10:14,/data/stairs/batch6DL/NiftyNet,51714e12c154cfa2c3f5fc5a62553f69ea7f4a5b,cherry picking ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b. without new layers,Unknown
7,1637,32,1,2,36094277,https://github.com/NifTK/NiftyNet.git,12.01.2018 15:56:23,/data/stairs/batch6DL/NiftyNet,ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b,replace get_shape() with the alias Tensor.shape,FALSE
7,1637,32,1,2,36094256,https://github.com/NifTK/NiftyNet.git,12.01.2018 15:56:23,/data/stairs/batch6DL/NiftyNet,ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b,replace get_shape() with the alias Tensor.shape,FALSE
7,1637,32,1,2,36094261,https://github.com/NifTK/NiftyNet.git,26.01.2018 13:10:14,/data/stairs/batch6DL/NiftyNet,51714e12c154cfa2c3f5fc5a62553f69ea7f4a5b,cherry picking ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b. without new layers,Unknown
7,1637,32,1,2,36094287,https://github.com/NifTK/NiftyNet.git,12.01.2018 15:56:23,/data/stairs/batch6DL/NiftyNet,ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b,replace get_shape() with the alias Tensor.shape,FALSE
7,1637,32,1,2,36094275,https://github.com/NifTK/NiftyNet.git,26.01.2018 13:10:14,/data/stairs/batch6DL/NiftyNet,51714e12c154cfa2c3f5fc5a62553f69ea7f4a5b,cherry picking ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b. without new layers,Unknown
7,1637,32,1,2,36094294,https://github.com/NifTK/NiftyNet.git,26.01.2018 13:10:14,/data/stairs/batch6DL/NiftyNet,51714e12c154cfa2c3f5fc5a62553f69ea7f4a5b,cherry picking ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b. without new layers,Unknown
7,1637,32,1,2,36094271,https://github.com/NifTK/NiftyNet.git,12.01.2018 15:56:23,/data/stairs/batch6DL/NiftyNet,ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b,replace get_shape() with the alias Tensor.shape,FALSE
7,1637,32,1,2,36094288,https://github.com/NifTK/NiftyNet.git,26.01.2018 13:10:14,/data/stairs/batch6DL/NiftyNet,51714e12c154cfa2c3f5fc5a62553f69ea7f4a5b,cherry picking ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b. without new layers,Unknown
7,1637,32,1,2,36094304,https://github.com/NifTK/NiftyNet.git,12.01.2018 15:56:23,/data/stairs/batch6DL/NiftyNet,ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b,replace get_shape() with the alias Tensor.shape,FALSE
7,1637,32,1,2,36094265,https://github.com/NifTK/NiftyNet.git,26.01.2018 13:10:14,/data/stairs/batch6DL/NiftyNet,51714e12c154cfa2c3f5fc5a62553f69ea7f4a5b,cherry picking ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b. without new layers,Unknown
7,1637,32,1,2,36094262,https://github.com/NifTK/NiftyNet.git,12.01.2018 15:56:23,/data/stairs/batch6DL/NiftyNet,ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b,replace get_shape() with the alias Tensor.shape,FALSE
7,1637,32,1,2,36094313,https://github.com/NifTK/NiftyNet.git,26.01.2018 13:10:14,/data/stairs/batch6DL/NiftyNet,51714e12c154cfa2c3f5fc5a62553f69ea7f4a5b,cherry picking ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b. without new layers,Unknown
7,1637,32,1,2,36094266,https://github.com/NifTK/NiftyNet.git,26.01.2018 13:10:14,/data/stairs/batch6DL/NiftyNet,51714e12c154cfa2c3f5fc5a62553f69ea7f4a5b,cherry picking ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b. without new layers,Unknown
7,1637,32,1,2,36094291,https://github.com/NifTK/NiftyNet.git,26.01.2018 13:10:14,/data/stairs/batch6DL/NiftyNet,51714e12c154cfa2c3f5fc5a62553f69ea7f4a5b,cherry picking ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b. without new layers,Unknown
7,1637,32,1,2,36094253,https://github.com/NifTK/NiftyNet.git,26.01.2018 13:10:14,/data/stairs/batch6DL/NiftyNet,51714e12c154cfa2c3f5fc5a62553f69ea7f4a5b,cherry picking ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b. without new layers,Unknown
7,1637,32,1,2,36094310,https://github.com/NifTK/NiftyNet.git,12.01.2018 15:56:23,/data/stairs/batch6DL/NiftyNet,ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b,replace get_shape() with the alias Tensor.shape,FALSE
7,1637,32,1,2,36094258,https://github.com/NifTK/NiftyNet.git,12.01.2018 15:56:23,/data/stairs/batch6DL/NiftyNet,ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b,replace get_shape() with the alias Tensor.shape,FALSE
7,1637,32,1,2,36094292,https://github.com/NifTK/NiftyNet.git,12.01.2018 15:56:23,/data/stairs/batch6DL/NiftyNet,ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b,replace get_shape() with the alias Tensor.shape,FALSE
7,1637,32,1,2,36094299,https://github.com/NifTK/NiftyNet.git,12.01.2018 15:56:23,/data/stairs/batch6DL/NiftyNet,ef2531b55dc4c6cafc1e7f121b4dfac2aa038d0b,replace get_shape() with the alias Tensor.shape,FALSE
